Point,Time (s),Temperature (K),Amplitude (V),Phase (Degrees)
399,5.985360e+02,8.788212,1.416360e-05,89.922000
400,6.000370e+02,8.836387,1.396620e-05,88.776000
401,6.015360e+02,8.813443,1.363090e-05,89.832000
402,6.030410e+02,8.794869,1.391400e-05,89.826000
403,6.045350e+02,8.779405,1.429030e-05,88.980000
404,6.060410e+02,8.811652,1.424930e-05,89.772000
405,6.075350e+02,8.823075,1.437220e-05,88.644000
406,6.090380e+02,8.851097,1.412260e-05,87.594000
407,6.105430e+02,8.795703,1.415990e-05,89.856000
408,6.120420e+02,8.842526,1.429030e-05,88.512000
409,6.135380e+02,8.829935,1.421580e-05,90.696000
410,6.150350e+02,8.846921,1.389910e-05,88.758000
411,6.165350e+02,8.835125,1.402580e-05,88.470000
412,6.180360e+02,8.843474,1.414870e-05,89.610000
413,6.195340e+02,8.831681,1.413380e-05,89.946000
414,6.210440e+02,8.882382,1.405930e-05,88.596000
415,6.225390e+02,8.844069,1.427910e-05,90.012000
416,6.240380e+02,8.883338,1.399970e-05,89.184000
417,6.255370e+02,8.884590,1.401830e-05,87.132000
418,6.270360e+02,8.889378,1.390280e-05,88.212000
419,6.285380e+02,8.880443,1.417850e-05,88.860000
420,6.300370e+02,8.873511,1.413380e-05,90.096000
421,6.315360e+02,8.854844,1.399970e-05,89.838000
422,6.330370e+02,8.889660,1.396240e-05,89.376000
423,6.345380e+02,8.874819,1.385810e-05,89.574000
424,6.360420e+02,8.868344,1.410400e-05,89.046000
425,6.375380e+02,8.951577,1.401090e-05,89.334000
426,6.390390e+02,8.954370,1.407790e-05,88.344000
427,6.405380e+02,8.941644,1.405190e-05,88.920000
428,6.420360e+02,8.952068,1.403320e-05,89.742000
429,6.435360e+02,8.927505,1.437970e-05,89.010000
430,6.450350e+02,8.900653,1.398480e-05,89.346000
431,6.465370e+02,8.898007,1.436850e-05,89.460000
432,6.480450e+02,8.945580,1.420830e-05,89.010000
433,6.495400e+02,8.950201,1.418220e-05,87.696000
434,6.510390e+02,8.955294,1.401460e-05,90.528000
435,6.525390e+02,8.989673,1.394010e-05,89.772000
436,6.540350e+02,8.943151,1.426050e-05,88.350000
437,6.555380e+02,8.974788,1.431260e-05,89.934000
438,6.570360e+02,8.977533,1.431260e-05,88.278000
439,6.585340e+02,8.980600,1.456970e-05,90.612000
440,6.600350e+02,8.965517,1.418220e-05,89.892000
