Point,Time (s),Temperature (K),Amplitude (V),Phase (Degrees)
287,7.178600e+01,15.830373,5.956460e-01,-13.704000
288,7.204000e+01,15.842217,5.963780e-01,-13.680000
289,7.229600e+01,15.855998,5.963780e-01,-13.680000
290,7.254200e+01,15.878253,5.962560e-01,-13.680000
291,7.280100e+01,15.892359,5.961340e-01,-13.686000
292,7.303900e+01,15.905582,5.960730e-01,-13.686000
293,7.328500e+01,15.918795,5.960730e-01,-13.686000
294,7.354100e+01,15.938433,5.958900e-01,-13.686000
295,7.380100e+01,15.949597,5.957070e-01,-13.686000
296,7.403600e+01,15.963218,5.956460e-01,-13.680000
297,7.428600e+01,15.977873,5.956460e-01,-13.674000
298,7.454400e+01,15.999644,5.956460e-01,-13.668000
299,7.479300e+01,16.013977,5.955850e-01,-13.662000
300,7.504500e+01,16.029377,5.954630e-01,-13.650000
301,7.528300e+01,16.045794,5.954630e-01,-13.644000
302,7.554100e+01,16.070839,5.953410e-01,-13.608000
303,7.580100e+01,16.086885,5.953410e-01,-13.626000
304,7.603700e+01,16.102180,5.954630e-01,-13.608000
305,7.629400e+01,16.119469,5.961340e-01,-13.608000
306,7.655000e+01,16.148335,5.957680e-01,-13.578000
307,7.679200e+01,16.166470,5.961950e-01,-13.608000
308,7.704500e+01,16.183313,5.961950e-01,-13.608000
309,7.728900e+01,16.200994,5.961950e-01,-13.608000
310,7.754600e+01,16.225649,5.961340e-01,-13.602000
311,7.778600e+01,16.242134,5.961950e-01,-13.602000
312,7.803300e+01,16.259859,5.961340e-01,-13.602000
313,7.829000e+01,16.278355,5.961340e-01,-13.596000
314,7.853700e+01,16.307924,5.960120e-01,-13.584000
315,7.879200e+01,16.328951,5.958900e-01,-13.578000
316,7.904400e+01,16.348257,5.958900e-01,-13.566000
317,7.928900e+01,16.378012,5.958900e-01,-13.554000
318,7.954000e+01,16.395302,5.959510e-01,-13.542000
319,7.980200e+01,16.413967,5.966220e-01,-13.530000
320,8.004000e+01,16.434980,5.959510e-01,-13.524000
321,8.029300e+01,16.466091,5.965610e-01,-13.506000
322,8.054000e+01,16.484295,5.965000e-01,-13.530000
323,8.078900e+01,16.501099,5.963780e-01,-13.536000
